class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
,@yahner_donrn,"Neonatal Intensive Care Registered Nurse, Daddy Boot Camp Master Coach,Ohio State University",Don Yahner,9788,437,1280,2360587417
,@Xavieerr17,Gemini. Single. IG: @yaaboiix,Xavier Nurse,3943,437,485,2545328528
,@marlene7wwp,"Nurse-Healthcare Director, Furnishings, Eternal Optomist",Marlene Miller,188,437,1141,3315113872
,@MaxLou7,"Songwriter, Lover of Life, Registered Nurse",Louise,1369,437,1854,3387830021
,@tracyreek,#HellomynameisTracy CYP Nurse & Paediatric Resuscitation Officer @nottmhospitals; 14yrs as PICU nurse @nottmchildrens; Twitter user to #learn #share #network :),Tracy Reek,2902,436,763,2770330575
,@critic_tv_,Watching you more than you think you know... objectively subjective of things on telly. In my spare time I'm a Emergency Nurse = yes I see weird things.,_Miss_Kim_,786,436,2242,2826393403
,@MattersNursing,"Nursing Revalidation at your finger tips, being a nurse has never been easier",Nursing Matters,243,436,1987,3369542825
,@XOsimplybri_,Future Nurse,Brianna brown,2485,435,521,2523365379
,@RealNurseLife,,Real Nurse Life,71,435,658,3350985179
,@BoredMurse,"Nurse in Alabama. Graduate of UAB.   If I am tweeting it must be a boring night.",BoredMurse,358,435,909,3639010697
,@sfrazee1,Registered Nurse: Passionate about Evidence-Based Practice. Avid Writer & Volunteer Enthusiast. Blessed to be a Mom and Nana.,Sara Frazee,5254,434,286,3300590572
,@AileenCollier15,"Social Scientist, nurse, disruptive innovator, safety and quality researcher. Passionate about improving palliative care for all. All views are my own",Aileen Collier,1933,433,845,2433010040
,@lanagraymills,average dancer aspiring to be a great nurse | tc '16,lana,5297,433,429,2754676467
,@dyoung_97,PT Grad. 2k15|Future Registered Nurse 2k17|My Miracle 02/15/16|Psalm 23:6,Dyoung_97,358,433,704,3234379874
,@gosia_bal,Practice Development Nurse @BHR_hospitals,Gosia Bal,777,433,536,3291119467
,@champaynelovely,Mary kay consultant Every step you take in life reflects on your wisdom ! Make every step count __ Future Nurse,I __ BBN,3416,432,450,2731897049
,@PackMamaMcCall,Single mom to an alpha werewolf teen and his friends. Nurse at a hospital that can never catch a break. #PackMama In Love With: @xRicSaltzmanx [RP],Melissa McCall,2168,431,155,2600425746
,@welcometofresno,"a movie about the experiences of a male nurse with the women in his life, set in the great city of Fresno",WelcomeToFresno,76,431,2163,2891685960
,@nursediaryapp,"Your nursing, your life. $1.99 only for a short time. The perfect diary app for nurses everywhere! In Applestore & Google Play. Also see http://www.nursediaryapp.com",Nurse Diary App,23,429,1951,2397254780
,@nichellesaraii,"Future Nurse Practitioner _ Massage Therapist _ #UCM _ snapchat: nichelleluvvs _ IG: snreese_ _ ___Just a Queen with a dream trying to make it ___",Nichelle ___,7694,429,366,2428415751
,@LahbabyBeenDown,#Longlivepj & #Longlivejaylon Love Baby Angel Renee & Baby Karson,Future Nurse !,1233,429,921,3165556939
,@xinempl,"Oncology Nurse The best gift is the gift of Life.",MAICHARD TXChristine,17688,429,69,3333364152
,@Canadian_Camo22,"small town canadian girl . loves NASCAR, camo and country music. whiskey girl. 22. nurse.",Northern Girl,5018,429,615,3366815902
,@PerfectStar05,Basketball Skills Website and Camps Founded by NBA Shooting Coach David Nurse (@DavidNurse05) | Tweets by @perfectstarcamp,Perfect Star Camps,312,427,204,2690452393
,@BohemiMARJ,Naturopathic Nurse | Organic Foodie | Gemini | Follow me for health/wellness/diet & beauty tips! We're all on a journey to being our best version!,marjilla,32,427,409,3077755700
,@Slavic_Wonder,"Christian, Conservative, #2A, asrospace engineer, father, husband(married to a nurse), fly fisherman, mountaineer, Scotch newbie, Cancer sucks",SlavicWonder,1964,426,732,2516415421
,@kkat1118,Registered Nurse committed to health and wellness of body and mind. Experience what Juice Plus can do for your body!,Kathy Buccellato,278,425,510,3239002683
,@loren_jebb,"18, blackpool, dental nurse",Loren Jebb,2391,424,213,2782950459
,@bandgeek52199,"Part time cashier, part time nurse, full time singer, just a little obsessed with Panic! At The Disco and Brendon Urie.__",Lindsiiiii,2326,424,1049,2938415685
,@LindahWN,"I am a wife, mother, and grandmother! i am a Faith Community Nurse teaching health education in a holistic approach. Mind, Body, and Spirit!!",Linda,173,423,573,3167930940
,@myriah_groth,"23 Registered Nurse, Iowa Girl",Myriah Groth,252,423,1717,3406205458
,@Outlander_PR,"Epic TV show about COSTUMES, Frank, stones, a triangle, some Ginger, and a nurse. But NOT a wet nurse. Season 2 premieres this century. Who's Brie?",Outlander Starz PR,357,423,4,4510335557
,@AnneRoseEden,"Author of Looking for Eden. What happens when a down-on-her-luck nurse, working in an abortion clinic, finds Jesus?",Anne Rose,735,422,817,2521566661
,@srnigliazzo,"Poet, Nurse, Author of Scissored Moon (Press 53, 2013)",Stacy Nigliazzo,87,422,588,2595438708
,@jaguardacudao,fulltime JaDine. partime Nurse. Forever Davao-blood.,JDME UAE *FriDay,22341,422,387,2823803066
,@Grateful777aj,Greetings! Mental Health Nurse (Male)  Life is a gift! Let's be good to one another! #Endstigma #fitfam #LGBT #Gratitude #MMIW #MentalHealth #ENDALZ #Love,AlexJ,626,422,595,2975099375
,@southERnMurse15,I am a male nurse in the ER just looking to share the funny and crazy things I see and hear. (not associated with work),SouthERn Murse,163,422,123,3012489972
,@MariaCamila____,"_ Colombian _ Nurse _Name in Persian is _ _Taken  Johan Sebastian Puerta __",Maria Camila,8187,420,317,2986216973
,@koupepecom,Koupepe is a Line of stylish tops for breastfeeding mothers! Our mission is to support breastfeeding & help moms  to nurse with comfort and privacy everywhere!,Koupepe apparel,30,420,493,4076259197
,@PrincessCait12,SWOSU. Future Nurse. IG: caitpaigec,Caitlin Coker,2377,419,576,2635028025
,@_alreadyamazing,"_Commit to the Lord whatever you do, and your plans will succeed_ |Future Nurse| #GameChanger",Tori _,4271,419,398,2800360292
,@jsphjo_,snap: aljosdfghjkl ; _ student nurse on duty,ALJO,7386,419,568,3107071968
,@fragmentsmosaix,"Italophile living in LA. Dream of Venice daily. Deep thinker, mosaic artist, nurse, wife, Mom, Stepmom, Daughter, Sister, Friend. Love family & my chocolate Lab",FRAGMENTSmosaics,3418,418,480,2846305913
,@pauldavidkenyon,"Husband, Student Nurse, Politically Active, #KeepTheBursary #bursaryorbust, Tweeting in a personal capacity",Paul D Kenyon,1098,418,997,2894639092
,@JoConnolly_,"Listen, learn, act. Views my own. Proud to be Major Trauma Network Manager and Children's nurse.",Jo Connolly,1611,417,527,2370830323
,@jordanleebowman,"Animal lover/activist, engaged, mother to my gorgeous son Alyxander, future nurse.   Snapchat : lilmissbowman  Scorpio, __  ___EstebanOvO__",#NAME?,3315,417,337,2613846008
,@Lsmorganjlm,"mom, nurse, ammetuer photographer, and i love my auburn tigers football!",LindseySheltonMorgan,166,417,2070,2715326717
,@ProsCa_Nurse,Prostate Cancer Specialist Nurse - Views and opinions expressed here are my own.,Christopher McNamara,665,417,1838,2988862301
,@BrockbankJanet,"Proud northerner, has fab boyfriend, 2 grumpy cats and happy with a nice glass of chardonnay in hand. Surgical nurse and have EDS Classical type #raiseawareness",Janet Brockbank,462,417,2309,3079318587
,@nurse_JayT,Nurse in Cincinnati Ohio,Jason,1319,417,929,3246779955
,@quadsandcamo,Joke's on you if you don't follow me because I'm funny as shit. Iowa born and raised. started 12/26/15. Avi is me. Aspiring life flight and trauma nurse.,Titlor,1047,417,250,4658380326
,@weddedcastlefan,"Crazy about Castle and nuts about Nathan! Registered Nurse, dog lover, & English teacher's kid. Met Nathan on 8-22-15. Krista Allen replied & Molly Quinn RT'd",Sweet Sue,351,416,1020,2887600379
,@cik_mishiii,"Selalu pesan pd dirii...jangan tertipu dengan manisnya gula2 dunia.. manisnya sementara..azabnya menyeksa disana..bakal nurse.. inshaAllah..^^,",ukhti mAwArrr..=),550,416,915,2921406906
,@t0mkurus,My Mrs. Nurse__@hvizvhh__,tom,7950,416,250,2950271624
,@C_McClutchie,"Aesthetics Specialist, Senior Independent Nurse Prescriber/Practitioner & Trainer @sknclinics Cardiff & Bristol. Botox, Fillers, Sclero, Dermatology",Claire Coleman,136,415,385,2761207157
,@misakimusic0822,Hokkaido__Tenth grader__I like songs____Singer____     everysing__I contribute a song__The dream is a nurse and a pediatrician__Follow me_,_________,52,415,1513,4731736974
,@TannerJHaas,Add me on Snap: tannerortiz4562. Mursing Major: a man studying to be a nurse; an endangered species.,Tanner Haas,890,414,382,2520408257
,@ClaraAndrews16,Retired nurse and keen gardener.,Clara Andrews,17,413,1336,2449898599
,@aapaget,"TAMARAW NURSE, FATIMANIAN DOCTOR",marc,1746,412,178,2371787736
,@kickypinky,"I'm rizky dizi qodri, Tk kartika II srwjya,SD N 1 kr.endah,Mts RU,SMA N1 GLB,Nurse' Putri Sekolah 011,BGSME 012,Fhoto genic 012,pink:3",kickypinky,573,412,790,2547191818
,@mary_titchener,"Head of Nursing, Adult Community Health Services, @OxleasNHS. Queen's Nurse. Community nursing is in my blood! Views expressed are my own.",Mary Titchener,933,412,1058,3027155014
,@NonyeSolomon,"Jesus' favorite baby,amazing daughter, sweetest sister ever,proud Nurse,lover of all tribes, believer in oneness. Nigerian.",Solomon Nonye,163,412,412,3079891912
,@probs_nurse,Struggling through a nursing degree with about as much composure and sanity as 2007 Britney. Here for all amazing student nurses! love what you do :),Student Nurse Probs,147,411,0,2907578482
,@ElenaSgrey,"A retired nurse, philanthropist and Partner @Lactoday. Helping the less privileged kids get a brighter future; There is no greater joy!greystacy506@gmail.com",Elena s. Grey,36,411,1936,3326680481
,@youniquemorgan,"Founder of WickedLash Confidence builder Instagram @beautiful_opportunity Online beauty business launcher Busy mom of 4, nurse, lover of lattes/Crown/sunshine",Morgan,1027,410,1254,2523989634
,@nicoleemariiexo,#Future Neonatal Nurse #KSU Engaged to my bestfriend ____,Nicole Forshey :),717,409,664,2438593128
,@Nurse_Daily,Be the First to Apply for the very latest Nursing Jobs. Tweeting New Health Care jobs Daily. #job #nurse #hiring,Nurse Jobs,49953,409,653,2972849692
,@RealEstateofCFL,"Helping all with a Real Estate need. Living in Central FL for 30 years. Art is a Registered Nurse US Army Nurse Corp Vet, helping Vets towards home ownership.",ArtW,360,408,708,2873030279
,@promisseee,future nurse _ BBN _ LACE TF UP  _ jake__,Promise,1646,407,261,2745877366
,@keegannmarah,"Cuddle me harder, kiss me softer and love me longer -Yours Truly",_Nurse Lezz_,2021,407,235,2904185375
,@steve_grimbleby,"I am a children's nurse and a rugby fan . I volunteer at Didcot Railway Centre as a Health and Safety Manager, Station Master, Trainee Guard & First Aider",Steve,1932,405,523,2465125427
,@strongfitfab52,#Healer #Lightworker. #MentalHealth advocate. #nurse #Writer.  #Free resources to heal depression  at http://www.strongfitfabulous.com https://strongfitfabulous.wordpress.com/,Just Jacqueline,2356,405,511,3007383896
,@ShunGlizzy,Cute enough to stop your heart. Skilled enough to restart it. _ #Nurse #Mom #PatsNation,Regina George,11658,404,321,2734716527
,@VijayaSharma13,"Mother and loyal friend. Huge fan of Iqbal Khan! Registed Nurse, Diabetes Educator, March 13",Sweetness__,10834,404,149,2881333669
,@anasor66,"Registered Nurse who loves Tisoy and Meng,A mother of 2,Gumawa ng Twitter dahil sa ALDUB!!",R 3 S E B U D,7372,404,402,3676525036
,@ssalamanca101,Registered Nurse / Sweet Sister / Fish Pet Lover / Traveler,Sophia Salamanca,125,403,1160,2409119378
,@brooke_trott,. _. Southeast Missouri State University. 21. Future Nurse. Traveler.,Brooke Trott,478,403,592,2824502376
,@sydneybrooke77,"Daughter of the One True King, Sophomore at Carson-Newman University, Nursing major, Future neonatal nurse",Sydney Williams,576,402,433,2426034905
,@JmGwendolyn,Family Nurse Practitioner,Gwendolyn Vasquez,22355,402,1408,2748747192
,@delaneytara22,"Medical Assistant, studying to be a nurse. Love my work. Passionate about sports, history, books, health, & my phone :). Outspoken, but not obnoxious (usually)",Tara Delaney,214,402,297,3297950494
,@sweetfheirjz,Private Duty Nurse,Jennifer D. Revilla,17542,402,521,3388523846
,@SHEFANCYY,"Student Pisces ___Future Nurse Practitioner _ Remain Humble _",Originally NellyNell,4406,400,348,2421635059
,@pascale_blakey,New staff #nurse #InfectiousDiseases #PhD candidate with @Oxinahr #NursePhd #UnplannedAdmissions #brookeshls Lover of funk music.Views my own RT not endorsement,Emma Pascale Blakey,1230,400,652,2981179253
,@WRAPnREPEAT,Hello yall! I am a registered nurse (BSN) and independent distributor for ItWorks!  And let me tell you...it really does work!,Beth Donnell ,29,400,492,3226696123
,@victoriaxlafata,Future Pediatric Nurse | University of Michigan VI.XXII.XCVIII,victoria,940,399,300,2875908011
,@tennesseeegal,"legal assistant by day, criminal minds fanatic by night. & nurse in training.",hi,521,399,606,2948693889
,@Diana_Kiyanna,future nurse_,_17thFeb_,3198,399,343,3424054444
,@Mieeevi,Koi no yokan\\ Student nurse | Eccedentesiast | http://ask.fm/mieooww ig: @mieeevi,T,11804,398,326,2361215072
,@WitchOfBats,I've betrayed my own kind to become a nurse at Shibusen. That world had too many rules... |My love~__ @FreeTheWolfy| | |OC| |Multiverse/SERP| |Witch|,Kasumi,2613,398,312,2513492675
,@Boy_Band_AF,23 | HTX | Badass ER nurse basically in love with Harry Styles,MyFavoriteBoys,3270,398,340,2851288662
,@taylorm4580,"mommy to my precious kids, love my family,our pups,military, and the rights of the innocent, BLUE LIVES MATTER!!!! Nurse married to my Marine!",Taylor,21239,397,773,2557001794
,@theholisticnurs,Nurse. Holistic & Wellness advocate. Treating the whole person offers the most complete approach to healing and overall health.,theholisticnurse,745,397,774,2984244698
,@chrisbyrd52,im chris im a body builder and part time nurse #nursepride #teamwhitegirls,Chris Byrd,2,397,2493,3044417259
,@charliesdope432,Hey there! Im 19 and im a free agent! Im soon to be attending university to become a nurse and super happy to have gotten in!! Follow!?,charlie,222,396,1119,2438738860
,@Only1sam_,beauty AND brains boss shit,nurse cherry,5664,396,389,2463476344
,@Hull35Lisa,#Nurse# song writer # singlemom enjoying life to the fullest . looking fot friends . hopefully will see where it leads to.,Lisa Hull,14,396,1562,4157471301
,@ClinicAngel,"Aesthetic Nurse providing Dermal Filler, Wrinkle Relaxation Injections, The Perfect Peel and Genuine Dermaroller treatments in Carmarthenshire 07531134886",Angel Aesthetics,16,395,573,2564232075
,@ArginL,Company Nurse/License Embalmer,Arjdelara,92937,394,350,3193515020
,@MrsPtobe_,"29 year old Nurse; Engaged to my amazing @AndyJProbyn. Lover of makeup, fashion, health, music and all things vintage.",Sin Upton,417,393,586,2505080299
,@Sarah95_x,20 || nursery nurse || newcastle,sarah,1210,393,396,2758117619
,@KJeszka,Meant to be a Mom of boys. Wife.        Hem/Onc Nurse. Hockey fan. Loving life!,Karen Jeszka,2037,393,958,2863042990
,@Waterlily961,"Writer, aspiring novelist, incredibly fabulous nurse, feeder of all kinds of animals.",Dale Green,503,393,511,3806949612
,@shanbfnp,"Southern to the Core! Christian, Conservative, Wife, Mom of 4, Grandmother to be, Family Nurse Practitioner. Bama Fan! Roll Tide!! __ #CruzCrew",Shannon Ballard,251,392,575,2517861946
,@sykutaNP,Hospice & Palliative Care Nurse Practitioner. My greatest blessings call me Mom __,Natalie Sykuta,1996,391,451,2376765874
,@oklafirewheel,"Small town kid. Addicted to nuggets and softball. Ballcap wearing, Jesus lovin' Chi Omega future nurse. My best friend is a Yankee.",OK_flowerchild,3502,391,389,3224745175
,@JoyLewd,Pokemon Healer Extraordinaire Come to me if you need your balls healed #NSFW #18+RP #EroticRP  #RegularRp #DMsOpen #Straight,Nurse Joy,2,391,267,3244403366
